CLUE,ANS,POS
Raise ,elevate,1
Describes poorly groomed hair ,shaggy,5
Green public spaces ,gardens,2
Discolorations or dirt marks ,stains,2
Greek god of the sea ,poseidon,1
TV motoring programme ,top gear,4
"Requires, is in want of ",needs,1
Fermented grape juice ,wine,1
Young woman entering society ,debutante,1
Unwell ,ill,2
Annoy continually ,harass,1
Foe,enemy,2
Moroccan stew cooked in a pot with a conical lid ,tagine,1
Adversary ,opponent,2
Oblivious ,unaware,3
"Surreptitious, furtive ",stealthy,1
Specialised school,academy,1
"Plead, implore ",beg,1
Tenth month,october,1
Hearth ,fireplace,1
Sermon or example ,lesson,14
"Awful, dreadful ",terrible,2
Backs of legs ,calves,2
Wordy ,verbose,5
(In medicine) an alcoholic solution of a drug ,tincture,1
Small mound from burrowing ,molehill,1
Town in Surrey ,woking,15
Person with outstanding intellect ,mastermind,9
Difficulty in reading and spelling ,dyslexia,1
Stronghold ,fortress,1
Movie ,film,1
