CLUE,ANS,POS
"Put to death or carry out, say plan ",execute,1
Small peach-like fruit ,apricot,3
Severe flood ,deluge,1
Secret plot; clique ,cabal,3
"Detested, loathed ",abhorred,1
Blind guess,shot in the dark,6
Thick liquid that doesn't dissolve in water ,oil,7
Greek epic wanderings of Ulysses ,odyssey,1
Rare ,uncommon,4
Tear into scraps ,shred,1
Empty talk ,hot air,2
Flat raised land ,plateau,1
Burial chamber ,tomb,1
Deadens ,numbs,11
Inn ,hotel,3
"Considered, held as opinion ",deemed,4
Greek diva ,maria callas,1
"Wheedle, coax ",cajole,1
Recovery of youth,rejuvenation,1
Gun ,firearm,1
Folded and filled tortilla ,taco,3
Moon feature ,crater,1
Rebirth in a new body ,reincarnation,1
