CLUE,ANS,POS
Ill health,sickness,20
Friendly ,affable,20
Purse worn with kilt ,sporran,1
Absence of difficulty ,ease,1
Ugly and offensive sight ,eyesore,1
"Grassland; Georgia river, port ",savannah,1
Take possession of house - again ,reoccupy,6
Medical stitch ,suture,1
Rude ,impolite,1
Went in ,entered,1
Producing much ,prolific,12
Give way ,yield,1
Indication,sign,1
Wrong ,incorrect,3
Military operation to seal off (town) ,siege,1
Woodwind instrument,oboe,3
Nonchalantly unconcerned ,blase,13
"Serious, formal",solemn,1
Praise insincerely ,flatter,1
Inert gas ,xenon,3
Seat ,chair,3
