CLUE,ANS,POS
Social insect ,ant,42
Farm vehicle ,tractor,2
"Courting, romancing ",wooing,2
"Levy, inflict ",impose,4
(Make a) deceptive move,feint,2
Boast ,brag,2
Wartime safety device ,gas mask,2
Of scientists involved in legal investigations,forensic,2
Small bird; architect ,wren,5
Church residence ,parsonage,2
Shelter (for ships),haven,2
Remunerations ,earnings,7
Chic ,elegant,3
Eye problems causing blurred vision ,cataracts,5
Scope for freedom of action ,latitude,2
Face,visage,2
Church caretaker ,verger,43
One consuming ,eater,2
Gourd fruit ,melon,4
