CLUE,ANS,OUTPUT
That will teach you!,so there,"['Available', 'On hand', 'Readily accessible', 'At your fingertips', 'Within reach', 'Conveniently located', 'Easily obtainable', 'Promptly available', 'Instantly accessible', 'Straightforward to get', 'Directly obtainable', ""Ready at a moment's notice"", 'Available upon request', 'Conveniently situated', 'Quickly retrievable', 'Readily storable', 'Immediately usable', 'Efficiently accessible', 'Rapidly deployable', 'Promptly deliverable']"
Second-hand ,used,"['For the original topic, here are 20 words that match the clue ""Readily Available"":', 'At hand', 'Convenient', 'Accessible', 'Immediate', 'Instantly available', 'Prompt', 'Quick', 'Easy to find', 'Close by', 'Nearby', 'On site', 'Present', 'Available now', 'Currently accessible', 'Straightforward to obtain', 'Direct access', 'Seamless availability', 'Uncomplicated access', 'Simple accessibility', 'Unrestricted availability']"
Causing great sadness or distress ,heart-rending,"['On tap', 'Abundant', 'Easily obtainable', 'Accessible', 'Obtainable on demand', 'At-hand', 'Handy', 'Quickly available', 'Immediate', 'Instantly obtainable', 'Convenient', 'Readily accessible', 'Within reach', 'Available at short notice', 'Up-to-the-minute', 'Promptly available', 'Quick-fetching', 'Straightforward to obtain', 'Directly obtainable', 'Instantaneously accessible', 'Unfed', 'Undernourished', 'Malnourished', 'Starving', 'Famished', 'Hungry stomach', 'Inadequately fed', 'Underfed', 'Deprived of food', 'Nutrient-deficient', 'Fasting (when unintended)', 'Empty belly', 'Goiter (indirectly related to left hungry)', 'Vitamin deficiency', 'Picky eater (can lead to hunger if not addressed)', 'Food insecurity', 'Underfed child', 'Unfulfilled appetite', 'Empty pantry', 'Lean and gaunt (due to lack of food)']"
Corporation head ,mayor,"['On tap', 'Abundant', 'Easily obtainable', 'Accessible', 'Obtainable on demand', 'At-hand', 'Handy', 'Quickly available', 'Immediate', 'Instantly obtainable', 'Convenient', 'Readily accessible', 'Within reach', 'Available at short notice', 'Up-to-the-minute', 'Promptly available', 'Quick-fetching', 'Straightforward to obtain', 'Directly obtainable', 'Instantaneously accessible', 'Unfed', 'Undernourished', 'Malnourished', 'Starving', 'Famished', 'Hungry stomach', 'Inadequately fed', 'Underfed', 'Deprived of food', 'Nutrient-deficient', 'Fasting (when unintended)', 'Empty belly', 'Goiter (indirectly related to left hungry)', 'Vitamin deficiency', 'Picky eater (can lead to hunger if not addressed)', 'Food insecurity', 'Underfed child', 'Unfulfilled appetite', 'Empty pantry', 'Lean and gaunt (due to lack of food)']"
Hard and unyielding ,flinty,"['On tap', 'Abundant', 'Easily obtainable', 'Accessible', 'Obtainable on demand', 'At-hand', 'Handy', 'Quickly available', 'Immediate', 'Instantly obtainable', 'Convenient', 'Readily accessible', 'Within reach', 'Available at short notice', 'Up-to-the-minute', 'Promptly available', 'Quick-fetching', 'Straightforward to obtain', 'Directly obtainable', 'Instantaneously accessible']"
Misshape (anag.),emphasis,"['On tap', 'Abundant', 'Easily obtainable', 'Accessible', 'Obtainable on demand', 'At-hand', 'Handy', 'Quickly available', 'Immediate', 'Instantly obtainable', 'Convenient', 'Readily accessible', 'Within reach', 'Available at short notice', 'Up-to-the-minute', 'Promptly available', 'Quick-fetching', 'Straightforward to obtain', 'Directly obtainable', 'Instantaneously accessible']"
Token of everlasting affection,eternity ring,"['On hand', 'Plentiful', 'Obtainable', 'Near at hand', 'Easy to get', 'Close by', 'Ready to use', 'Immediately accessible', 'In reach', 'Straightforwardly obtainable', 'Conveniently available', 'Readily forthcoming', 'At your fingertips', 'Instantaneously ready', 'Promptly at hand', 'Within grasp', 'Eagerly available', 'Swiftly accessible', 'Easily gotten', 'Handily obtainable']"
Royal mansion ,palace,"['On tap', 'Abundant', 'Easily obtainable', 'Accessible', 'Obtainable on demand', 'At-hand', 'Handy', 'Quickly available', 'Immediate', 'Instantly obtainable', 'Convenient', 'Readily accessible', 'Within reach', 'Available at short notice', 'Up-to-the-minute', 'Promptly available', 'Quick-fetching', 'Straightforward to obtain', 'Directly obtainable', 'Instantaneously accessible']"
Formed a line ,queued up,"['Here it is:', 'On tap', 'Abundant', 'Easily obtainable', 'Accessible', 'Obtainable on demand', 'At-hand', 'Handy', 'Quickly available', 'Immediate', 'Instantly obtainable', 'Convenient', 'Readily accessible', 'Within reach', 'Available at short notice', 'Up-to-the-minute', 'Promptly available', 'Quick-fetching', 'Straightforward to obtain', 'Directly obtainable', 'Instantaneously accessible']"
Rather recent ,newish,"['On tap - Ready Available: Yes, readily available at a bar or restaurant.', 'Abundant - Left Hungry: No, not abundant enough to be satisfied.', 'Easily obtainable - Readily Available: Yes, easily obtained when needed.', 'Accessible - Instantly accessible: Yes, can be accessed quickly.', 'Obtainable on demand - Promptly available: Yes, available when requested.', 'At-hand - Immediately available: Yes, readily available for use.', 'Handy - Convenient: Yes, convenient to have nearby.', 'Quickly available - Promptly available: Yes, available soon.', 'Immediate - Instantaneously accessible: Yes, can be accessed immediately.', 'Instantly obtainable - Readily Available: Yes, can be obtained quickly.', 'Convenient - Readily accessible: Yes, easily accessible when needed.', 'Readily accessible - Immediately accessible: Yes, readily available for use.', 'Within reach - Promptly available: Yes, can be accessed soon.', 'Available at short notice - Quickly available: Yes, available shortly after request.', 'Up-to-the-minute - Instantaneously accessible: Yes, always available.', 'Promptly available - Immediately accessible: Yes, available soon.', 'Quick-fetching - Readily accessible: Yes, quickly accessible when needed.', 'Straightforward to obtain - Easily obtainable: Yes, can be obtained easily.', 'Directly obtainable - Instantly accessible: Yes, can be accessed directly.', 'Instantaneously accessible - Readily Available: Yes, always available.']"
Shut,closed,"['On tap', 'Abundant', 'Easily obtainable', 'Accessible', 'Obtainable on demand', 'At-hand', 'Handy', 'Quickly available', 'Immediate', 'Instantly obtainable', 'Convenient', 'Readily accessible', 'Within reach', 'Available at short notice', 'Up-to-the-minute', 'Promptly available', 'Quick-fetching', 'Straightforward to obtain', 'Directly obtainable', 'Instantaneously accessible']"
