CLUE,ANS,POS,FOUND IN
Unit of electrical energy ,kilowatt-hour,2,"Kilowatt-hour (kWh) - This unit represents 1000 watt-hours, making it a commonly used unit for measuring electrical energy consumption."
Russian dictator ,stalin,1,"The Russian dictator you are referring to is Joseph Stalin, who was responsible for millions of deaths and atrocities during his reign from 1922 to 1953"
Flabbergast ,astound,2,Astounded
Car (US) ,auto,1,Automobile
Variety of pen ,felt tip,13,Felt tip pen
Applaud ,cheer,1,Cheering
Chris - - (women's tennis) ,evert,1,Chris Evert
Go bad -- turn from liquid into solids,curdle,1,Curdled
Game in which the answer is acted out ,charade,14,Charades game
Asian country ,india,13,"India (technically a subcontinent, but often considered an Asian country)"
