CLUE,ANS,POS
Japanese fighter ,ninja,2
Canopy ,awning,13
Soft French cheese ,brie,1
Claw ,talon,3
Bite and grind food in the mouth,chew,1
"Start, launch ",initiate,2
Sailing boat ,yacht,1
"-- and Aeneas, opera by Purcell ",dido,1
Not particularly surprising,unremarkable,2
Banquets or celebratory days ,feasts,1
Grant to help defray costs ,subsidy,4
Very thin paper ,tissue,2
Underground chapel ,crypt,3
Creature (American) ,critter,3
Indian melody ,raga,1
They see to it that wills are put into effect ,executors,1
Part of London (or Alberta) ,edmonton,16
Rodents ,squirrels,4
Classical dance ,ballet,1
Manifest; obvious ,evident,2
