CLUE,ANS,POS,FOUND IN
Narrow road ,lane,3,Cramped lane
Concern or curiosity ,interest,7,Interested perspective
Closely compacted ,dense,3,Densely packed
Extra payment ,bonus,1,Bonus income
Peak (of cap); be very full ,brim,6,Full to the brim
Between red and yellow ,orange,11,"Gouda-red (as in a slightly orange variety of gouda cheese, though not common)"
Metal joint,weld,5,Welded Interface
"Call on, go to see ",visit,15,Make a detour for visitation
Wash ,bathe,7,Bathed thoroughly
"Verify, examine ",check,4,"Blood tests to check for nutrient deficiencies (e.g., iron levels)"
Best possible,ideal,1,Ideal solution
