CLUE,ANS,POS
Proportion of one thing to another ,ratio,1
Large property ,estate,1
Affection,warmth,8
Hamlet's mother ,gertrude,1
Heavenly,celestial,1
Loose casual trousers,slacks,1
Gross mistake,blunder,2
Faces (sl.) ,mugs,1
Devoid of intelligence,inane,6
Interlace strands of material ,weave,4
Lacking in excitement ,mundane,5
Criminal deception,fraud,1
"Wild, unruly ",turbulent,16
Local dignitary ,mayor,1
Not guilty ,innocent,1
Divine food,manna,3
Without anxiety or responsibilities ,carefree,1
Branch of knowledge dealing with material resources ,economics,3
Retail outlet,shop,2
Discourage ,deter,2
Cold meal ,salad,2
Evident - tangible ,palpable,5
Former name for Sri Lanka ,ceylon,1
Nominate ,appoint,1
Early artilleryman ,cannoneer,2
Muse of epic poetry ,calliope,1
Quantity of unfinished work ,backlog,1
Plant fibre ,cotton,1
Fairness ,honesty,10
"Bold, willing to take chance ",daring,3
Performance of music by a soloist ,recital,5
Nervous ,on edge,20
Naive or not guilty ,innocent,1
"Wife of Henry VIII, d. 1537",jane seymour,3
Agreement ,accord,1
Tight-fisted person ,miser,1
Narcotic drug,opium,1
Move downwards ,descend,1
Blizzard,snowstorm,1
eg the Scillies ,isles,1
