CLUE,ANS,POS,FOUND IN
Form of Buddhism ,zen,1,"Zen Buddhism: A Japanese school of Mahayana that emphasizes meditation practice, intuition, and the personal expression of enlightenment."
Large spade ,shovel,1,Big shovel
Hearing for an actor ,audition,1,Auditionee - a person attending or auditioning for acting roles
Large strong bags,sacks,1,Bulky sacks
Highest mountain in Wales ,snowdon,1,"Snowdon: Named after King George III, Snowdonia's highest peak rises over 1,085 meters (3,560 feet) above sea level."
Fleur-de-lis ,lily,5,Stylized lily flower
Perform exceptionally ,excel,1,Excellent at performing tasks with precision and efficiency
Easing (of pain) ,alleviation,10,Discomfort alleviation
An organised massacre of Jews ,pogrom,15,Anti-Jewish pogroms
Gruesome ,macabre,6,Foul and macabre
Talisman ,amulet,1,Magical charm or amulet
City in Texas - all sad (anag) ,dallas,1,Dismal Dallas
Major world religion ,islam,2,"Islam - A monotheistic faith founded by Prophet Muhammad in the 7th century CE, emphasizing submission to Allah's will and following the Five Pillars as its core practices."
Thin mortar for filling building joints etc,grout,6,Hollow grout composition
eg Pooh ,bear,1,Bear-shaped honey pot
