CLUE,ANS,POS,FOUND IN
German submarine ,u-boat,3,"Eisernes Kreuz (Indirectly related, as it was used for decoration on German U-boats during World War I and II.)"
Ben Hur's car ,chariot,2,Chariot (the primary vehicle in Ben-Hur)
Prophesier of disaster ,cassandra,1,Cassandra Bell
From the time that ,since,2,Since forever
Ignites or illuminates ,lights,1,Lights up
"Make allusion, direct attention with words ",refer,1,Metaphoric reference
Of the same value ,equal,12,Equalized cost
Zodiacal bull ,taurus,1,"Taurus (constellation representing a bull, which is part of the zodiac)"
Italian city,florence,4,"Florence (cradle of Renaissance art, home to Uffizi Gallery)"
Scientist; type of shop ,chemist,3,Chemist's
Danger ,hazard,1,Hazardous
