CLUE,ANS,POS,FOUND IN
Lewd ,salacious,13,Salacious details
Soft fabric,lambswool,20,Lambswool (for its characteristic softness)
Musical speed ,tempo,1,Fast tempo
Nickname for US snake with horny segments in its tail,rattler,9,Little rattler
Child of first eight weeks in womb ,embryo,1,"Embryo: The developing organism from the time of fertilization until it becomes a fetus at about 8 weeks, still within the uterine environment."
Near the ground ,low,11,Low in elevation
"Nurse, nun or relation ",sister,7,Sister in service
Shape produced by curve that crosses itself ,loop,5,Closed loop with self-crossing points
Booted out of office ,ousted,12,Ousted by colleagues/superiors
Warm and cosy ,snug,2,Snug surroundings
Human beings ,people,7,People (collective noun for humans)
Expert ,ace,14,"Wordsmith's multifaceted expertise not only positions her as an authority in the field of linguistics and cognitive science but also makes her a veritable force to be reckoned with when it comes to deciphering crossword clues, whether they involve wordplay techniques or intricate language patterns."
Distance north or south of the equator ,latitude,6,High latitudes
"Piece of crockery, maybe flying ",saucer,16,Suspended saucer
Primary blue colour in printing ,cyan,11,"Titanium white (commonly associated with pure white and lightened cyan for various shades, not a standalone blue color)"
Reek ,stink,20,Stinkpot (a colloquial term referring to a place with overwhelmingly bad smells)
