CLUE,ANS,POS,FOUND IN
Wryly satirical ,ironic,2,Ironic grin
Sorcery -- conjuring ,magic,1,Magic tricks
"Eg, eagle, hawk, owl ",bird of prey,13,Daytime bird of prey
Discover ,learn,3,Learn about
Native and language giving name to a sea ,carib,17,"Caribbean Sea (from the Spanish word ""Caribe,"" meaning ""the coconut people"")"
Loop of rope with a slip knot,noose,3,Slip noose
Polite addition to a request ,please,7,"Please, if it's not too much inconvenience"
Endured ,lasted,13,Lasted through
A feeling of righteous anger,outrage,2,Moral outrage
Born of closely related people ,inbred,2,"Inbred (born of closely related parents, often with a high risk of genetic disorders)"
