CLUE,ANS,POS
River at Jarrow ,tyne,1
Rudeness ,discourtesy,11
Becomes more mature or advanced ,develops,3
Light-hearted friendly talk ,banter,2
Regular customer; backer ,patron,1
Underwater missile,torpedo,1
Subatomic particle ,neutron,2
A kind of fish zoo ,aquarium,1
Up-to-date ,modern,2
Murder (mainly US) ,homicide,1
Stopped living ,died,3
Handgun ,pistol,1
Great ape of film ,king kong,1
Ill-mannered ,rude,1
Maggot ,grub,2
"King (I of England, VI of Scotland)",james,8
Clothes cupboard ,wardrobe,1
Concurred,agreed,1
