CLUE,ANS,POS
"Reassurance, cheer ",encouragement,5
Place of worship ,chapel,8
Principal actor in a film ,star,1
Soon: in an abbreviated manner,shortly,2
Element in diamonds ,carbon,1
Cultivated grass,lawn,1
Peak,apex,1
Long narrow stretch of water between Africa and Arabia ,red sea,5
Steal the strangely fit people ,athletes,1
Specifications by which something may be assessed ,standards,2
Rod used for punishment ,cane,1
River of western Scotland ,clyde,3
Unit of data ,byte,1
Small whirlpools ,eddies,1
Ten year period ,decade,1
Arrive at ,reach,4
