CLUE,ANS,POS,FOUND IN
'The knee of an horse' (Johnson) ,pastern,3,Pastern joint
"Smear, daub ",smudge,18,Smudged handwriting
Interior ,internal,2,Internal area or room of an enclosed object
Celtic language,irish,1,Irish: Gaéilge
Plug for a cask's vent hole ,spigot,8,Spigot end
Christopher Robin's bear ,pooh,1,Winnie-the-Pooh
Head of corn ,ear,3,Crowned ear
Of system of land-holding in Middle Ages ,feudal,1,Feudalism
Line joining equally hot spots ,isotherm,7,Isothermic connection
African language ,zulu,2,"Zulu: ""Uhamba"" - translating to being hungry and seeking sustenance."
Reptile with shell,tortoise,4,Testudine (Latin term referring to all turtles and tortoises)
Spud ,potato,1,Potato-like appearance
Made better in quality ,improved,1,"Improved: Enhanced or heightened condition, state, or standard."
Evil in nature ,malign,2,Malignant
Abstaining from alcohol ,teetotal,4,Teetotaler
Robin Hood's forest ,sherwood,1,Sherwood Greenery
