CLUE,ANS,POS
"Extinguish, wipe out ",eradicate,2
'Many are called but few are ...' ,chosen,2
Fianc?(e) - proposed ,intended,3
Still mysterious despite investigation,unexplained,4
Narrow road ,lane,2
Baleful ,ominous,47
Cheap and poorly made ,shoddy,2
Young geese ,goslings,2
Opera by Verdi ,il trovatore,8
Trainee officer ,cadet,5
Remove material from a riverbed ,dredge,14
Ovine animal-keeper ,shepherd,2
Between red and yellow ,orange,2
1979 US film about Vietnam,apocalypse now,2
People of high birth,gentry,6
"Call on, go to see ",visit,3
