CLUE,ANS,POS
Cease ,stop,2
Home designer ,interior decorator,3
Totally ,utterly,2
Thin and metallic in sound ,tinny,4
Fit out ,equip,1
Young swan ,cygnet,1
Sat or lay with limbs stretched out ,sprawled,11
Hitchcock's speciality ,suspense,2
"Solicitor, for example ",lawyer,1
Identifying ,naming,4
Stood against a force,resisted,1
Retain ,keep,1
In lazy fashion ,idly,3
Diddly-squat ,zilch,3
Impromptu ,unscripted,10
Lorelei ,siren,2
Of cattle ,bovine,4
Wholly engrossed ,absorbed,2
Unmarried man ,bachelor,1
Commercial vehicle ,van,2
Wooden or wire barrier ,fence,1
Puffed up with vanity ,pompous,12
Gavels ,hammers,1
