CLUE,ANS,POS
Social insect ,ant,1
Farm vehicle ,tractor,1
Palindromic German name ,otto,2
"Levy, inflict ",impose,11
Male relation ,uncle,1
Not damaged in any way,intact,1
Boast ,brag,1
Giving way ,yielding,1
Church residence ,parsonage,1
Gift; here ,present,1
Large African mammal,hippopotamus,3
Become more rigid,stiffen,2
George Eliot novel ,daniel deronda,5
Chic ,elegant,1
OK,all right,5
Concave - sunken ,hollow,5
"Stage entertainment with sketches, songs and dance ",revue,4
