CLUE,ANS,POS,FOUND IN
Clown ,buffoon,19,"Pagliaccio (Italian term for ""buffoon,"" though it refers to an opera character and is not specifically about clowns, related to comedic performance)"
Set up for use ,installed,16,Installed and primed
Roe of sturgeon ,caviar,9,Caviar source
Paris stock exchange ,bourse,3,Bourse de Paris
Clap ,applaud,1,Applauding
"Brogue or loafer, perhaps ",shoe,5,Hiking shoe
Subsequent ,next,4,Next in line
Not so tall ,shorter,8,Shorter than average
Not faint or feeble ,strong,2,Strong-willed
Peace lover; bird ,dove,4,Dove (widely recognized as a universal symbol of peace)
A Hindu spiritual teacher ,guru,1,Guruji
Suffering,distress,3,Distressed
(Of computer memory) able to be read in non-sequential order ,random access,20,Random access memory (RAM)
Swift ,fleet,8,Fleetingly
Shrill cry of a shrike ,shriek,15,Sharp shriek
