CLUE,ANS,POS
1940s' jazz characterised by virtuosity ,bebop,1
Disclose or uncover ,reveal,1
Scintillate ,sparkle,3
Peak ,summit,1
Nothing ,zero,8
New Zealander ,maori,2
Publicise ,advertise,4
The state of being everywhere or widespread ,ubiquity,2
Embankment that should prevent flooding ,levee,1
Infer ,deduce,1
Normal; innate,natural,3
Lady luck ,chance,6
"Obstinate, tenacious ",stubborn,1
Astonishing ,amazing,9
Circumvent ,evade,5
Introductory music ,prelude,2
"Obligations, responsibilities ",duties,1
Plunge headlong ,plummet,11
Anger ,ire,10
Kayak-like boat,canoe,1
Calf flesh ,veal,1
Organ of hearing ,ear,2
Strong wind ,gale,1
Narrow valley with a stream ,glen,3
Fame ,stardom,2
Foe ,enemy,8
