CLUE,ANS,POS
Informal energy or drive ,vim,10
Send on; football player ,forward,1
Hired murderer ,assassin,1
Stretch of time ,period,3
Steven Redgrave's sport,rowing,1
Aviator ,pilot,1
Examination of component parts ,analysis,1
Respect ,deference,5
Vehicle for pulling others ,tractor,1
Capital of Turkey ,ankara,1
"Inordinate, unreasonable ",excessive,1
A brainwave?,idea,2
Officials to ensure fair play ,referees,2
Considers or believes likely ,suspects,19
Italian wine ,chianti,2
Hatred of women ,misogyny,1
"Disdain, disrespect ",contempt,1
Antagonistic ,hostile,9
Newspaper with half-size pages ,tabloid,1
Hard iron alloy ,steel,1
Track performer ,athlete,5
