CLUE,ANS,POS,FOUND IN
"Best Actress Oscar winner 1981, for ""On Golden Pond""",katharine hepburn,2,"Katherine Ann Goble (Katharine Hepburn) - Best Actress Oscar winner in 1981, although she won it earlier for her performance in ""The Lion in Winter"" (1968)"
Purse worn with kilt ,sporran,2,Sporran purse - A traditional sporran-inspired purse carried in a similar manner to the kilt's main flap.
Malice ,spite,3,Spitefulness
Girl's name -- big German WWI gun ,bertha,2,Big Bertha (slang term not exclusively for guns but associated with large weapons during WWI)
Letters denoting holder of university doctorate ,phd,17,PhD holder
Bustle; occupation ,activity,4,"Market trader - A merchant that buys and sells goods at markets, contributing to the bustle of activity."
Near the kidneys,adrenal,1,Adrenal glands
"Grassland; Georgia river, port ",savannah,1,Savannah - A tropical grassland characterized by sparse tree growth and a significant wildlife presence.
Indication,sign,1,Signal
Woodwind instrument,oboe,2,Clarinet - An oboe-like woodwind instrument with a single reed mouthpiece and straight cylindrical bore.
Praise insincerely ,flatter,1,Flatterer
