CLUE,ANS,POS
Ill health,sickness,3
Venerate ,respect,4
Very wicked,devilish,5
Absence of difficulty ,ease,1
Medical stitch ,suture,1
Influence someone deviously ,manipulate,1
Rude ,impolite,1
Creator of dance routines ,choreographer,1
Went in ,entered,1
Producing much ,prolific,1
Story with a hidden meaning ,allegory,1
Give way ,yield,1
Nuclear weapon,atomic bomb,1
Exercise by repeated practice -- bore ,drill,1
Place to keep and exhibit objects of interest ,museum,1
Military operation to seal off (town) ,siege,1
Capital of Colombia,bogota,1
"Serious, formal",solemn,1
Inert gas ,xenon,4
Seat ,chair,1
