CLUE,ANS,POS,FOUND IN
Dull sound of a bell,clang,5,Clangor
Stallion ,steed,16,Steed (poetic term for a male horse)
Work imitating various sources,pastiche,6,"For ""Work imitating various sources,"" potential answers could be ""paraphrase"" (10 letters), ""homage"" (6 letters), or even ""pastiche"" (7 letters)"
Drink the health of - brown bread!,toast,9,Fortified grain toast
Shore ,coast,2,Coastline
'It takes ? to tango' ,two,1,"Two: ""It takes two to tango"" is a common English idiom meaning that it requires cooperation or participation from two parties for an activity or situation, especially one involving conflict or blame."
Illuminate ,light,2,Enlighten
Not recognised by anyone ,unknown,3,Unknown entity
Just a pale fib ,white lie,7,White lie (an often harmless untruth meant to avoid hurting someone's feelings)
By way of ,via,2,Via pathway
Upper chamber of Parliament ,house of lords,1,House of Lords (UK context)
Door support ,hinge,16,Hinge beam
Consented ,agreed,2,Agreed upon
One of the Great Lakes,huron,2,Huron Lake
Owing to ,because,2,Because of
Countryside walker,rambler,2,"Rambler (UK) - A person who enjoys walking long distances across country landscapes, particularly on footpaths, open spaces, and common land."
Vivid long-tailed bird of the Americas,quetzal,1,"Quetzalcoatlus (large prehistoric but still vivid in imagination, with a long tail)"
Dickens novel,hard times,6,Hard Times (explores social and economic pressures on industrial workers)
Bringer of freedom,liberator,2,Liberator - A direct reference to one who brings or restores freedom.
