CLUE,ANS,POS
Farm vehicle ,tractor,1
Palindromic German name ,otto,1
Male relation ,uncle,2
Not damaged in any way,intact,1
Wartime safety device ,gas mask,3
Giving way ,yielding,1
Sea snail,whelk,6
Antelope,impala,2
Gift; here ,present,1
Large African mammal,hippopotamus,4
George Eliot novel ,daniel deronda,5
Remunerations ,earnings,7
Chic ,elegant,5
Eye problems causing blurred vision ,cataracts,5
Face,visage,1
Large deer ,caribou,5
Gourd fruit ,melon,1
Small rocket engine for spacecraft control ,thruster,1
Band of colours in a rainbow ,spectrum,1
Heap of combustible material for burning a body ,pyre,1
Gambling game ,roulette,1
Cressida's Shakespearean lover,troilus,1
Flower arrangement ,bouquet,1
"Dalai . . . ., chief priest and once ruler of Tibet ",lama,1
Monster of Crete,minotaur,1
Side of London associated with Cockneys ,east end,1
Main part of concert hall ,auditorium,1
The concluding part of a performance ,finale,1
Charlotte Bronte novel ,jane eyre,1
Plundered ,looted,5
-- Welles ,orson,1
Adhesive,glue,2
Oriental mushroom; E ikon (anag.) ,enoki,3
Rabbit burrow ,warren,3
