CLUE,ANS,POS,FOUND IN
"Flee from restraint, allow to pursue like dog ",unleash,2,Unleash - To release (a dog) from its leash.
"Accede, acquiesce ",assent,8,"Assent - Agreement to something suggested or proposed, often expressed verbally or through actions."
Arrive at ,reach,19,Reaching the end point
Enduring ,perennial,1,"Perennial - lasting or existing for a long time, especially indefinitely."
Tool for cutting grass with blade on long pole ,scythe,17,Rotary Scythe for Lawns (Historical tool)
Chest bone ,rib,3,Ribcage
Goddess of retribution ,nemesis,1,Nemesis - An ancient Greek goddess who represented divine retribution against hubris (arrogance).
Ice mountains ,bergs,10,Bergschrunds (a crevasse that forms where moving glacier ice separates from a stagnant section of the same glacier)
Fully stated ,explicit,1,Explicitly
Physician (informal) ,medic,17,Sports Medicine Doctor
Short-long metrical foot ,iamb,2,Iamb - One unstressed syllable followed by one stressed (short-long)
