CLUE,ANS,POS,FOUND IN
Swell ,balloon,8,Ballooned
The islands of eastern Oceania ,polynesia,1,"Evelyn Witts, I would recognize the reference in the clue ""The islands of Eastern Oceania"" as a crossword term for the region known as Polynesia or Micronesia and Melanesia"
Map-line showing places with equal air pressure ,isobar,1,Isobars
Bony outgrowths on the heads of some animals ,horns,1,"Horns (generic term, can refer to both true horns like those of a buffalo or antlers like deer)"
Make more concentrated ,condense,10,Condensed
Land once belonging to a nobleman,manor,2,Manor 
3 ,three,1,Threesome - a term often used to describe an intimate gathering or activity involving three people.
Earnest request ,plea,5,Heartfelt plea
Story ,narrative,1,"Evelyn Witts, my capability extends beyond mere crossword solving; it includes the ability to craft narratives as well"
Recreate (past event) ,reenact,1,Reenactment
