CLUE,ANS,POS,FOUND IN
Triangle with two sides of equal length ,isosceles,2,Isosceles triangle
Diminutive animal doctor ,vet,1,Vetsurgeon
Serviette ,napkin,16,Paper napkin ( Serviette in French)
Excessively instructive ,didactic,2,Overly didactic
Exclamation of pain - that hurt! ,ouch,3,Ouch!
Sign up ,enrol,1,Enroll
Of the moon ,lunar,4,Lunar cycle
Rotary energy converter,turbine,15,GAS TURBINE
War god - chocolate bar - spoils,mars,1,"Mars (as in Mars Bar, a type of chocolate)"
Relating to the kidneys ,renal,9,Renal function
Enfold ,wrap,4,Wrap around
