CLUE,ANS,POS
Heretofore ,hitherto,3
Illegal state in football ,offside,1
Slimy substance ,goo,2
Obtained ,procured,2
Madness ,lunacy,2
Wealth ,riches,7
Thespian ,actor,1
"Accedes, acquiesces ",assents,13
Orange vegetable ,carrot,1
Stage play ,drama,1
Extreme fear ,terror,2
Drowsy ,sleepy,1
Levy on vehicles using public thoroughfares,road tax,1
Valuable ,precious,1
Believed to be guilty but without proof,suspected,1
Lethargic ,languid,17
Not allowing light to pass through ,opaque,1
Entrance to warren,rabbit hole,13
Inveigle ,entice,8
"Induces, prevails upon ",persuades,1
Oriental ,eastern,1
