CLUE,ANS,POS
Musical speed ,tempo,1
Child of first eight weeks in womb ,embryo,1
Humble ,lowly,2
Aristocratic ,noble,1
Slow tempo ,adagio,2
Lifted ,raised,2
"Nurse, nun or relation ",sister,1
Army unit ,regiment,7
Small stem ,sprig,16
Warm and cosy ,snug,2
Cock ,rooster,1
Human beings ,people,2
Everlasting ,eternal,4
Consume ,eat,1
Game bird ,snipe,8
Principal actress ,leading lady,1
Primary blue colour in printing ,cyan,1
Sullen in a peevish way,petulant,15
"'Seasonal wind in southern Asia, brings heavy rains (7)' ",monsoon,1
