CLUE,ANS,POS
"Winner, title-holder ",champion,1
Dutch port ,rotterdam,4
Pupil at posh English school ,etonian,3
Transmission in a motor vehicle ,gearbox,4
Spacious ,roomy,8
Truncheon ,baton,4
Decorative ,ornamental,1
Great ape ,chimpanzee,1
Central or most important part of something ,core,1
Singalong entertainment ,karaoke,1
It signals the future ,harbinger,4
Very complicated,intricate,1
South African sun-dried meat ,biltong,1
Openly shown ,overt,4
Naval officer ,admiral,1
Killed violently ,slain,1
"Metallic element, Cd",cadmium,1
Scottish landowner ,laird,3
1981 Lloyd Webber musical,cats,1
Bellini opera ,norma,16
"Influenza, in short ",flu,1
Tearless ,dry-eyed,4
Tongue-tied ,inarticulate,5
Old stringed instrument ,lute,3
Oddball ,eccentric,4
Without pre-planning ,impromptu,1
Unlawful killer ,murderer,3
To the point ,direct,6
Garden of Eden ,paradise,1
Pain ,ache,1
Person on the line ,caller,1
Sufficient ,adequate,3
Line from the centre of a circle to the edge ,radius,1
Showing compassion ,caring,7
Foot digit ,toe,1
Ceremonious or official ,formal,1
Inexpensive ,cheap,6
Fragrant shrub ,lavender,5
