CLUE,ANS,POS
Towards (river's) source ,upstream,1
Verse line having six metrical feet,hexameter,1
Herring's smaller relative,sprat,6
Bad smell,stench,1
Snakelike fish ,eel,1
Pertaining to sight ,visual,1
Conceal ,hide,1
Mythical giant ,titan,5
Wall plaster; translation ,rendering,3
Pedestrian refuge ,traffic island,11
Name given to Elizabeth I ,gloriana,14
Lacking strength,weak,1
"Insubstantial, other-worldly",ethereal,7
Jewish republic ,israel,1
Cook in an oven ,bake,1
Coarse file ,rasp,3
Not nice,nasty,9
