CLUE,ANS,POS,FOUND IN
Thin porridge ,gruel,2,Insubstantial gruel
Conceited ,vain,20,Vanitastic (extremely conceited or vainglorious)
Medical treatment ,therapy,3,"Therapy (physical, occupational, or speech)"
Route for Crusoe ,course,8,Secluded course
Supposed loch monster ,nessie,1,Nessie (informal name for the Loch Ness Monster)
"Author Hemmingway, and Oscar Wilde's hero ",ernest,1,Ernest Hemingway
Group of items of the same kind ,set,1,"A set of silverware (forks, knives, spoons)"
Lymphatic tissue at the back of the mouth ,tonsil,1,Tonsils
"Break free, get away ",escape,5,Secure escape
Printed characters ,type,6,"Characters in a specific font or typeface (e.g., Times New Roman, Arial)"
