CLUE,ANS,POS,FOUND IN
Anger ,ire,16,Hot-tempered (indirectly associated with anger)
Agricultural labourer of low status ,peasant,1,Peasant farmer
Small cake or bread roll ,bun,6,Bunette
Brief light fall of rain ,shower,3,Gentle shower
Male singer in boater ,baritone,8,Oceanic baritone
Miniature whirpools ,eddies,1,Tiny eddies
Hospital-like - strictly objective,clinical,1,Clinical environment
Utter with excited cries,whoop,8,Whooped happily
Strong cord ,rope,1,Robust rope
Bath ,tub,8,Tubside essentials
Uttered - bicycle wheel part ,spoke,4,Spokes
