CLUE,ANS,POS
Drastic; outermost ,extreme,2
One who takes a pessimistic view of human goodness or sincerity ,cynic,1
Chemist's shop,drugstore,5
Handwriting studier ,graphologist,2
Salver ,tray,1
Religious choral composition ,motet,6
Remedy for all ills ,panacea,1
Two-faced Roman god of doors (5) ,janus,1
Woodwind instrument ,oboe,4
"Retrieval, recovery ",reclamation,4
Bring under control; quieten ,subdue,12
"Originally, cavalry force of smallholders",yeomanry,1
Full-grown state ,maturity,15
(Of thirst) satisfy,quench,1
Mire ,bog,1
In addition ,plus,10
Sportsperson ,athlete,1
Universal panacea ,cure-all,1
"Joke, hoax ",gag,10
"South Pacific kingdom, capital Nuku'alofa ",tonga,1
Euphoric ,elated,5
Get away ,escape,1
Early 20th-century ragtime dance ,turkey trot,3
Buckinghamshire new town,milton keynes,3
National Park in Devon and Somerset ,exmoor,1
Upright ,erect,7
Buying from abroad ,importing,1
Voice tone - sounds wooden ,timbre,4
Nightclothes ,pyjamas,4
Adhesive - eucalyptus,gum,1
Brick barrier ,wall,1
Exaggerated masculinity ,machismo,1
Wind instrument ,flute,1
Automatic machine ,robot,1
Lacking in caution,rash,7
"Put down (eg, card) ",lay,4
Gilbert and Sullivan operetta,the gondoliers,10
Dawn ,daybreak,4
Face covering ,mask,1
