CLUE,ANS,POS,FOUND IN
"Henrik -, dramatist from fourteen down (Hedda Gabler) ",ibsen,11,Henrik Ibsen (original name)
"Covered ground qith mixtureof straw, leaves etc ",mulched,2,Mulched area
Darkness ,night,4,Foggy night
Card game - pontoon - couple,bridge,2,Bridge (to form a bridge hand)
Smithy ,forge,3,Forge operator
Assault ,attack,2,Physical attack
Level or smooth ,even,1,Even-textured
Elongated fish ,eel,4,Dagbon eel
Grumble - complain,grouch,17,Grouchy
Old name for Spanish peninsula ,iberia,1,Iberian Peninsula
Entrust with secret ,confide,1,Confidentially entrusted
Vigour ,energy,14,High energy levels
Viral disease causing paralysis ,polio,1,Poliomyelitis (Polio)
Sudden rush,surge,13,Surge of energy
Sudden sharp decrease in quantity ,dip,5,"Dip drast Written by John Smith on April 6, 2023."
At a great distance ,afar,15,Unseen from afar
"Intermission, during a play say ",interval,5,Theatrical interval
Instruction for cooking ,recipe,8,"Timing various components of the recipe (e.g., baking, simmering)"
Slow a vehicle ,brake,4,Brake gradually
"Very old English cop, or spud scraper ",peeler,16,"Olden potato peeler (a humorous play on ""spud scraper"")"
Cold symptom,sniffle,9,Sniffles
Large snake ,boa,3,Boa constrictor
Enquire,ask,1,Ask about
"Funny, droll ",comic,5,Comical
Small dark-purple plum ,damson,6,Damson plum
"Wry, sarcastic",ironic,2,Ironical commentary
A bag for schoolbooks ,satchel,2,School satchel
Catch in snare ,entrap,13,"Net-entrapped (metaphorically, but relevant)"
"Hi, howdy ",hello,4,Hello friend!
