CLUE,ANS,POS
Sheaths for guns ,holsters,1
Mitigate; forgive ,excuse,2
"Inherent ability, natural talent ",aptitude,2
Male members of Scottish family groups ,clansmen,12
Suffer - last,endure,1
Israelite leader betrayed by Delilah ,samson,1
South African meat ,biltong,2
Association of sports teams ,league,2
Inflammation of head cavities ,sinusitis,1
Double-dealing ,two-faced,4
Elliptical figure,oval,2
Nut ,cashew,3
Frocks ,dresses,3
Prematurely ends ,aborts,1
Room to manoeuvre ,leeway,7
Responsive to stimulus ,reactive,2
Trying experience ,ordeal,4
