CLUE,ANS,POS,FOUND IN
Gas formed by vaporizing water at 100?C ,steam,1,The resulting gaseous form of water is commonly referred to as steam or water vapor
Powerful pre-1871 state of central Europe ,prussia,2,Prussian Kingdom
Depressed ,low,3,Low-spirited
Pupil in a higher form ,senior,9,Senior classmate
Boggy land ,swamp,2,Swampy ground
Unmarried state entered in to by some clergy ,celibacy,13,Vowed celibacy (committed state of remaining single due to religious vows)
Reptile with two pairs of legs ,lizard,1,"Lizard: A small, cold-blooded reptile characterized by a long body and four limbs - although the typical lizards have four legs"
Horror ,dread,19,Dreadful suspense
Hurry ,haste,19,Hastened
Large livestock farm ,ranch,1,Commercial ranch
Farm store ,barn,15,Barn-turned-bazaar
Mary Shelley's monster ,frankenstein,1,Frankenstein's creation
Minor argument,spat,9,Low-key spat
