CLUE,ANS,POS,FOUND IN
Single piece of sand etc,grain,1,Grain-like
Contort ,twist,1,Twisted
Diminutive animal doctor ,vet,1,Veterinary surgeon
Large sailing ship ,galleon,13,Majestic galleon
Sign up ,enrol,2,Enroll
Of the moon ,lunar,1,Lunar surface
War god - chocolate bar - spoils,mars,11,Mars (Roman war god) and Hershey's Bar (chocolate brand)
Watery part of milk ,whey,6,Liquid whey (in the context of cheese production)
Enfold ,wrap,1,Wrapped up
Slaughterhouse ,abattoir,6,Abattoir (UK spelling)
Precious stone or mineral ,jewel,16,Precious jewelry materials
Thwarted ,frustrated,10,Frustrated attempt
Creature with two feet ,biped,1,Bipedal
"Italian astronomer, a founding father of modern science ",galileo,1,Galileo Galilei
Fault - gripping tool,vice,15,Grabbing device
"Long, narrow ranges of hilltops ",ridges,8,Dolerites (igneous rocks that can form narrow hilltop ridges)
