CLUE,ANS,POS,FOUND IN
Caviar fish ,sturgeon,2,Sturgeon (directly related as it's the primary source of traditional caviar)
German cherry brandy ,kirsch,1,Kirschwasser
Bringing into existence ,creating,12,Founding (creating an institution or organization)
From the beginning - ab ...... ,initio,4,Ab initio
Spanish fizz,cava,1,Cava (Spanish sparkling wine from Catalonia)
Sorrow ,grief,1,Grief-stricken
Road surface material of tar and stone ,tarmac,1,Tarmacadam
Skinflint ,miser,7,Resource miser
Terrifying (threats) ,bloodcurdling,13,Bloodcurdling threats
Academic essay,thesis,4,"Introduction: Introduces the topic, provides background information, states a thesis that outlines the essay's primary argument or analysis."
Rules observed in polite society,etiquette,1,Etiquette 
Increase speed ,accelerate,12,Accelerate (verb form)
