CLUE,ANS,POS,FOUND IN
Important historical period,era,3,Enlightenment Era (age of reason and intellectual exploration)
Grumbler ,grouch,9,Grouchy individual
Muck ,dirt,1,Filth or dirt
Prickly plant of lithest kind ,thistle,3,Thistle (generic term for various prickly plants)
Automaton resembling a human,android,6,AI-powered android
Money lodged to secure release pending trial ,bail,1,Bail bond
Glue ,adhesive,1,Adhesive substance
God ,deity,1,Deity: A supreme being who is worshiped as the creator and ruler of the universe in various religious traditions.
Chant ,sing,4,Singing in unison
Impose (a burden) ,lay,4,Laying a responsibility on
Total failure; fall heavily ,flop,10,Complete and utter flop
Secret police of the former German Democratic Republic,stasi,1,"Stasi (short for Ministerium für Staatssicherheit, or Ministry of State Security)"
Central part ,core,1,Core region
"Competent, fit ",able,1,Adequate: Having enough or as much as is needed; suitable in amount or degree.
