CLUE,ANS,POS,FOUND IN
Of towns and cities ,urban,1,Urbanity
Satisfy (a requirement) ,fulfil,1,Fulfilling
Avoiding the company of others,antisocial,7,Antisocial (in a clinical context)
Golf ball support,tee,3,Tee holder
Journey by water or through space ,voyage,1,Aquatic voyage
"Burning, corrosive ",caustic,3,Caustic material
Cul-de-sac,dead end,1,Dead end street
Place in peril ,endanger,2,Endangered
"The ""single currency""",euro,1,Eurozone
Future prospect ,outlook,2,Bright outlook
"Prediction, of weather perhaps ",forecast,2,Forecasted
Birdsong ,tweet,2,Tweeting
