CLUE,ANS,POS
Fortified wine ,sherry,3
US state ,oregon,37
Open space (in forest) ,clearing,1
Forthright ,blunt,3
"British monarch, d. 1714",anne,3
Gas or dust clouds in space ,nebulae,1
Widely known and esteemed ,renowned,2
Greasy ,oily,1
Come into view,appear,2
Such as puts one off one's stride ,disconcerting,1
Regulate ,adjust,8
Extremely unattractive ,ugly,1
Theatrical ,dramatic,2
Bitter substance from cinchona bark ,quinine,1
Jewellery item with pin ,brooch,1
Country in the Balkans ,albania,1
Garden frame for climbers ,pergola,3
Not convinced ,unpersuaded,8
Fake,spurious,3
Urge on ,impel,6
Murderous ,homicidal,1
Conjunction ,and,1
"Assam, for instance ",tea,1
Lerner and Loewe musical ,gigi,8
Autocratic ruler ,dictator,3
Existing in fact ,actual,4
