CLUE,ANS,POS
Object thrown in field sports ,discus,11
Uncommon ,rare,1
Discharge; give expression to,vent,3
Patches I assembled to work from several sources ,pastiche,12
Glass container in the laboratory ,test tube,4
Put on special clothes ,dress up,1
Wrecker ,saboteur,5
Food grain ,cereal,2
Aid to memory ,mnemonic,1
Accounts checker,auditor,2
Involving hard work ,laborious,1
South American pack animal ,llama,1
House of ill-repute ,bordello,3
Gains points ,scores,2
Not occupied ,vacant,2
