CLUE,ANS,POS
Green-fleshed fruit ,avocado,1
Circuits of a racetrack,laps,9
Furthest or highest degree ,extreme,7
Open space (in forest) ,clearing,2
Beg ,implore,17
Forthright ,blunt,2
People one doesn't know ,strangers,2
Tact - tasty food,delicacy,1
"British monarch, d. 1714",anne,17
Gas or dust clouds in space ,nebulae,2
Widely known and esteemed ,renowned,1
Come closely together ,huddle,2
Greasy ,oily,1
Eventually ,in the long run,18
Come into view,appear,1
Large crow ,raven,1
Dominion ,empire,1
Extremely unattractive ,ugly,12
Theatrical ,dramatic,1
Dungeon ,cell,1
Bitter substance from cinchona bark ,quinine,1
