CLUE,ANS,POS,FOUND IN
Ignorant (of) ,unaware,5,Unaware (of)
Dealer in socks and stockings ,hosier,14,Retailer of hosiery
Ceremony - ritual,rite,15,Rite of passage
Ladies and gentlemen; ........ et monsieurs ,mesdames,1,Mesdames et messieurs
Dress ,clothe,19,Clothes
Remove rind ,peel,1,Peel (as in peeling fruit or vegetables)
Imitate like tropical bird ,parrot,2,Parroting
Declare invalid ,annul,1,Annull
Rear; support ,back,1,Backrest
Divisions of a boxing match ,rounds,20,"Struggle (a metaphorical term, less common but applicable to boxing rounds)"
Aimlessly floating ,adrift,15,Unmoored boat (metaphor for being adrift in life)
Sleepwalker ,somnambulist,2,Somnambulist (a person who sleepwalks)
