CLUE,ANS,POS
Marsupial ,wallaby,9
Torment lightly ,tease,1
Construction workers ,builders,1
Woven container ,basket,1
Something owed,debt,1
Gather together ,assemble,1
Electronic image ,bitmap,11
Cowshed ,byre,6
Words - said by judge,sentence,4
Foe ,enemy,1
Easing of hostilities ,detente,5
Flow of air or water ,current,15
Obtains ,gets,1
Evaluated ,assessed,3
Young geese,goslings,1
"Bend, distort ",twist,2
"In yoga, a centre of spiritual power in the body ",chakra,1
Absence of sound ,silence,1
Occasion ,event,3
