CLUE,ANS,POS,FOUND IN
The home of sherry ,jerez,3,Jerez de la Frontera
4840 square yards ,acre,9,Ample acreage
Glance over ,scan,2,Quick scan
Testament or determination ,will,1,Last Will and Testament
All together - in France (2.5) ,en masse,2,"En masse (French for ""all together"")"
Whisper,murmur,5,Low-pitched murmur
Mount ,climb,18,Famous climbing destination
"Declare confidently, promise ",assure,1,Assuredly declare
Noble gas used in illuminated signs ,neon,1,Neon (most common choice)
Peter Pan author ,barrie,2,Sir James Matthew Barrie
