CLUE,ANS,POS
Sycophant ,toady,1
Astrological band of the sky with 12 signs ,zodiac,1
Use ,employ,2
Nocturnal bird ,owl,1
Imaginary white horse with long horn ,unicorn,2
Pier ,jetty,6
Dome ,cupola,4
Inhabitants ,inmates,6
Drug reducing cholesterol,statin,1
Repair ,mend,2
Have ,own,2
Central mass of a cell ,nucleus,1
Motionless ,static,1
Artificial language ,esperanto,1
Injury or wound ,lesion,10
Lesson offered by story ,moral,1
Remember ,recall,4
Locomotive ,engine,2
Mythical story ,legend,1
"Tremendous, gigantic ",enormous,3
Branch of linguistics concerned with meanings ,semantics,1
Performance by one person ,solo,1
Synthetic fabric ,nylon,2
Designed to be therapeutic ,remedial,7
Answer ,reply,4
(Of a face) yellowish ,sallow,1
Former name of Istanbul ,constantinople,2
Commands ,orders,3
Protection from the rain ,umbrella,1
Cap ,lid,6
Male shop worker ,salesman,3
Dominated by wife ,henpecked,1
Acquire ,obtain,2
Stretch of time ,period,5
Wee ,tiny,1
Feeling guilty ,ashamed,5
Pleasure boats ,yachts,1
"Caribbean country, capital Port-au-Prince ",haiti,1
