CLUE,ANS,POS,FOUND IN
Soldier on guard ,sentry,5,Alert sentry
Farm implement ,plough,7,Ploughshare
Regions at the top and bottom of the world ,polar,1,Polar regions
Privilege ,right,2,Special right
Access ,entry,9,Entry-free (metaphorically)
River at Maidstone ,medway,7,Medway course
Decayed areas in teeth ,caries,2,Dental caries
Friction or division in church organisation ,schism,1,Schismatic
"Element 22, makes strong non-corroding alloys ",titanium,13,Nitinol (a shape memory alloy composed of nickel and titanium that is also highly resistant to corrosion)
"Circular band of flowers and leaves, often seen on graves ",wreath,1,Cemetery wreath
Cards taken in excess of the contract in Bridge ,overtrick,1,Overtricks
Common fund; game ,pool,3,Funds pool
