CLUE,ANS,POS
Russian dictator ,stalin,2
"Apply, employ ",use,9
Let-up ,respite,8
Lie on surface of water,float,2
Fasteners with threaded shanks ,screws,2
Latin poet ,virgil,3
Two-hump camel ,bactrian,4
Male fertilising organ of flowering plants ,stamen,2
Chris - - (women's tennis) ,evert,2
"With tender, nostalgic or sad feelings ",sentimental,43
Firmly fixed or free from uncertainty ,secure,32
Offend(ed),hurt,11
"Informally, an important person - sounds loud ",big shot,2
Winter sport ,skiing,2
Ownership ,possession,2
Fungus used in baking ,yeast,2
Asian country ,india,4
