CLUE,ANS,POS
"Inclination, propensity ",tendency,3
F1 team and car maker,lotus,13
Chief Norse god ,odin,1
Capital of Japan,tokyo,1
Powerful portable radio and cassette player ,boombox,1
Dismantle ,take apart,3
High official in former Ottoman Empire ,vizier,3
Fossilised resin used in jewellery,amber,1
Male sex hormone,testosterone,1
V as a numeral ,five,1
It used to be Persia ,iran,1
Chastised ,punished,5
Yellowish fossil resin ,amber,1
Actor's part ,role,1
Cereal used for making whiskey ,rye,5
Ridge of sand ,dune,1
Unit of electric power,watt,1
