CLUE,ANS,POS,FOUND IN
Act -- rotate ,turn,1,Turn left
A calling as to priesthood ,vocation,1,Priestly vocation
Soapy froth ,lather,1,Lathering
Pieces of turf dislodged by golf clubs ,divots,9,Muddy divots
Plummet ,fall,4,Significant fall
Edible entrails,offal,1,Culinary offal
Flat and smooth ,even,5,Even plane
Fairly large,ample,3,Ample quantity
Distinctive sign,trademark,14,Trademark feature
Early bedtime enforced by military ,curfew,4,Military-imposed curfew on sleeping
Extreme deviation from the mean -- our tile (anag) ,outlier,8,Outlier - an observation that lies outside the range of other values
Hearth goddess; a match ,vesta,1,Vesta (Roman deity associated with the hearth and home)
Irritate ,annoy,1,Annoyed
English or Dutch glazed earthenware,delft,9,"Delftware (Dutch blue and white painted ware, though it's typically tin-glazed rather than overglaze)"
