CLUE,ANS,POS
Disclose or uncover ,reveal,1
Scintillate ,sparkle,1
Brawl (colloq.) ,punch-up,6
Peak ,summit,1
Fastener ,zip,1
Embankment that should prevent flooding ,levee,2
Pouched animal from down under ,kangaroo,1
"Obstinate, tenacious ",stubborn,1
Astonishing ,amazing,1
Circumvent ,evade,7
Introductory music ,prelude,1
"Obligations, responsibilities ",duties,1
Anger ,ire,8
Kayak-like boat,canoe,1
One's university,alma mater,1
IX,nine,1
"Reassurance, cheer ",encouragement,2
Occurring after an armed conflict ,post-war,1
Place of worship ,chapel,1
Principal actor in a film ,star,1
Lubricating pump ,grease gun,13
Soon: in an abbreviated manner,shortly,5
Infuriating ,exasperating,3
Element in diamonds ,carbon,1
Peak,apex,2
Long narrow stretch of water between Africa and Arabia ,red sea,4
Manner of walking ,gait,1
Distinct and discrete ,separate,4
"Curt, terse ",laconic,4
Specifications by which something may be assessed ,standards,3
River of western Scotland ,clyde,11
Unit of data ,byte,1
Ten year period ,decade,1
