CLUE,ANS,POS,FOUND IN
Sense organ ,ear,1,Auditory: Responsible for hearing
Healing ointment ,balm,2,Medicinal balm
Dissolute -- gratuitously cruel ,wanton,3,Wanton malice
The home of sherry ,jerez,1,Jerez de la Frontera
4840 square yards ,acre,1,Four hundred eighty-four acres
Fermenting grape juice ,must,6,Must (unfermented grape juice)
Glance over ,scan,5,Swift scan
Use too much of ,overdo,12,"Overdose (when referring to excessive amounts of something, such as medication)"
Testament or determination ,will,1,Willpower
Cinema attendant ,usher,3,Show usher
Greek teller of animal tales with a moral ,aesop,1,"Aesop, the ancient Greek fabulist known for his fables that often feature animals as characters and imparting valuable life lessons."
Deuce ,two,6,Twofold
Whisper,murmur,6,Lowly murmured
"Declare confidently, promise ",assure,1,Assuredly: I can guarantee with complete certainty that this solution is accurate.
Captain after Moby-Dick ,ahab,10,Ahab's successor in spirit
Peter Pan author ,barrie,1,"Barrie, a Scottish novelist and playwright, is the creative genius behind the beloved character Peter Pan"
Strokes or fondles ,caresses,2,Caresses softly
