CLUE,ANS,POS
Former currency of Portugal,escudo,1
Miniature tree ,bonsai,1
State of central US ,nebraska,17
"Way, course ",route,3
Japanese island ,okinawa,5
"Dirty, grimy ",grubby,17
"Eg, native of Teheran ",iranian,1
Chic ,stylish,2
Elastic item,rubber band,9
Assault ,attack,1
Proprietors ,owners,1
"Shun, avoid ",eschew,2
Female singing voice ,alto,2
Level or smooth ,even,4
Plant with small blue flowers ,forget-me-not,1
Cruel dictator ,despot,2
Greek master of geometry ,euclid,1
Duct that carries urine ,ureter,1
Old name for Spanish peninsula ,iberia,1
Entrust with secret ,confide,1
Vigour ,energy,2
Senior student ,postgraduate,6
Sudden rush,surge,2
Visit casually ,drop in,1
Brazilian dance ,samba,1
