CLUE,ANS,POS,FOUND IN
Collection of items of information ,data,1,Database
Fastener for a door or lid ,hasp,20,Security hasp
Farm vehicles ,tractors,18,PTO shaft-equipped vehicles (Power Take Off from tractors to power implements)
Seethe ,boil,4,Boiling resentment
Tract of pastureland ,lea,18,Leasehold pastures
Strong and sharp-smelling ,acrid,15,Acrid aroma
Competing ,vying,9,Vying for
Defeated or hit repeatedly ,beaten,2,Beaten down
Large American vulture ,condor,3,California Condor
Fish ,eel,20,Eels
