CLUE,ANS,POS,FOUND IN
Set apart from others ,isolate,1,Isolated
Country once known as Abyssinia,ethiopia,1,"Today, the country is officially known as the Federal Democratic Republic of Ethiopia."
Tristan and . . . . . . (Wager opera) ,isolde,1,"The story revolves around the doomed love affair between Tristan, a knight of King Mark's court, and Isolde, the wife of the king"
Manner of speaking peculiar to a specific group ,parlance,10,Local parlance
Marine mammal with ivory tusks and a moustache ,walrus,1,"**Marine mammal:** Walruses are indeed marine mammals, living in the Arctic and sub-Arctic regions."
Hello and goodbye to the Italians ,ciao,1,"Ciao! (Italian for ""hello"" and ""goodbye"")"
Frightens ,scares,6,Scares the daylights out of
Left on the plate ,uneaten,3,Left uneaten
Wandered ,strayed,3,Strayed from path
Cholesterol-reducing drug ,statin,1,Lipitor (Atorvastatin)
