CLUE,ANS,POS
Showing great melancholy,doleful,17
Of horses ,equine,1
Shoe part,heel,2
Highly prized flower ,orchid,2
Allot or ascribe ,assign,1
Small birds ,sparrows,1
Clothes fastener of two pieces of cloth that stick ,velcro,2
Artist's tripod ,easel,1
Sudden feeling of fear,fright,1
Herb to make money ,mint,2
Watering hole,oasis,1
Large flatfish ,turbot,2
"Strict, stark ",severe,6
Passionately dislike,hate,3
Not easy to see or understand ,unclear,15
Flavour ,taste,1
Mixed drink ,cocktail,1
Controller of aircraft ,pilot,1
Unjust,wrongful,8
Female sheep ,ewe,1
(A composer's) works ,oeuvre,6
Eyelash cosmetic ,mascara,1
Most vertically challenged ,shortest,1
"Soften, give in ",relent,1
Racing bird ,pigeon,10
