CLUE,ANS,POS
"Reassurance, cheer ",encouragement,2
Take on ,adopt,2
"Cunning, deceit ",guile,9
Make uneasy or cause to be worried ,perturb,12
Place of worship ,chapel,1
Principal actor in a film ,star,1
Lubricating pump ,grease gun,4
Tedious task ,chore,2
Melancholy ,blue,5
Soon: in an abbreviated manner,shortly,3
Infuriating ,exasperating,3
Cultivated grass,lawn,1
Specialist in diseases of women ,gynaecologist,1
Peak,apex,2
Manner of walking ,gait,1
Distinct and discrete ,separate,1
"Curt, terse ",laconic,3
Specifications by which something may be assessed ,standards,3
Give rise to,engender,9
River of western Scotland ,clyde,1
Unit of data ,byte,1
Small whirlpools ,eddies,1
Ten year period ,decade,1
