CLUE,ANS,POS
Type of carpet ,axminster,18
Branch of technology including aviation ,aerospace,2
Root vegetable ,carrot,1
Assisted ,helped,1
Disdainful ,haughty,16
Skin complaint ,eczema,2
"Of a period of government, such as in Britain 1811-1820",regency,2
"Cunning, deceitful ",crafty,2
Immense ,vast,1
Place of religious retreat for Hindus ,ashram,1
Former students,alumni,1
Booty ,loot,3
Perilous ,risky,3
Metallic sound ,clang,1
Earth science ,geology,1
Perpendicular ,vertical,1
German motorway ,autobahn,1
