CLUE,ANS,POS
Insinuate ,imply,1
Workplace representative of unionised employees ,shop steward,1
"Exposed, revealed ",uncovered,3
Unit of power ,watt,1
Pet rodent ,gerbil,6
State in eastern Germany ,saxony,2
Food cupboard ,larder,8
Effervescence,fizz,1
Usher in ,introduce,1
Deep regret ,remorse,1
Not fully developed ,immature,3
Seaside resort in Denbighshire ,rhyl,1
Incompetent or awkward ,inept,1
Personal teacher ,tutor,1
French port ,le havre,10
"Dazed or unconscious condition, sometimes caused by alcohol ",stupor,3
