CLUE,ANS,POS,FOUND IN
Very small amount of money,peanuts,9,Peanuts (informally)
"Of fruit, skinned ",peeled,10,Peeled apple
Slimy substance ,goo,4,Sticky goo
Wait in line,queue,1,Queued up
Stage play ,drama,2,Dramatic presentation
Extreme fear ,terror,5,Paralyzed by terror
Of the nose ,nasal,2,Nasal cavity
Burnt residue ,ash,1,Ashes
Entrance to warren,rabbit hole,6,Rabbit hole access
Inveigle ,entice,3,Entice sneakily
Witch's cat is well acquainted ,familiar,1,Familiar familiar
Jeeves' employer ,wooster,2,Bertie Wooster's uncle
Fashion - style ,mode,3,Modern
Noise of an explosion ,bang,7,BANG! echo
Cheroot ,cigar,1,Cigarette pipe
Wintry missile ,snowball,1,Snowball effect
Pampas cowboy ,gaucho,5,"Gaucho (in a broader sense, as the term is sometimes used for South American cowboys)"
Caesar's year planner ,julian calendar,15,Julian calendar (reformed version introduced in 45 BC under Julius Caesar)
Small biting fly,midge,5,Culicoides (biting midges)
Agile ,nimble,12,Lightweight and nimble
Short trousers ,breeches,18,Short trouser leg options in men's fashion (breeches/knickers)
Mankind ,human race,17,Human race or stock
Depart; permission ,leave,3,Authorized leave
Land once belonging to a nobleman,manor,9,Rural manor (owned by nobility)
Earnest request ,plea,1,Sincere plea
"Desire or liking, for power or food ",appetite,11,Unsatisfied appetite
Story ,narrative,16,Narrative voice shift
Fearful expectation ,dread,6,Impending dread
